clustering_method,pca_n_components,num_clusters,standardize,sum_cluster_values,all_cluster_values,accuracy_total,accuracy_Type_A,accuracy_Type_B,accuracy_Type_C,accuracy_Type_D,accuracy_Type_E,accuracy_Type_F,accuracy_Type_G,accuracy_Type_H,accuracy_Type_J
gmm,3,45,False,3967,7520,0.5275265957446809,0.6613793103448276,0.42506573181419804,0.35297418630751964,0.6492374727668845,0.14356435643564355,0.0,0.0,0.0,0.6995677233429395
gmm,5,41,False,3966,7520,0.5273936170212766,0.7241379310344828,0.4005258545135846,0.43041526374859707,0.6071169208424111,0.0,0.0,0.0,0.0,0.6167146974063401
gmm,10,27,False,3964,7520,0.527127659574468,0.7951724137931034,0.3978965819456617,0.31200897867564537,0.5766158315177923,0.31683168316831684,0.0,0.0,0.0,0.6793948126801153
gmm,5,52,False,3963,7520,0.5269946808510638,0.7255172413793104,0.4163014899211218,0.4057239057239057,0.5838779956427015,0.0,0.0,0.0,0.0,0.6548991354466859
gmm,10,57,True,3958,7520,0.5263297872340426,0.7289655172413793,0.4574934268185802,0.3434343434343434,0.5998547567175018,0.16336633663366337,0.0,0.0,0.0,0.654178674351585
gmm,3,32,False,3958,7520,0.5263297872340426,0.6613793103448276,0.45924627519719546,0.3613916947250281,0.5969498910675382,0.14356435643564355,0.0,0.0,0.0,0.7060518731988472
gmm,4,32,False,3957,7520,0.5261968085106383,0.66,0.49956178790534617,0.3653198653198653,0.5838779956427015,0.054455445544554455,0.0,0.0,0.0,0.6945244956772334
gmm,4,78,True,3956,7520,0.5260638297872341,0.7241379310344828,0.39614373356704646,0.45454545454545453,0.5490196078431373,0.1188118811881188,0.0,0.0,0.2835820895522388,0.5951008645533141
gmm,20,92,True,3954,7520,0.5257978723404255,0.7282758620689656,0.3426818580192813,0.4270482603815937,0.514161220043573,0.3712871287128713,0.0,0.0,0.291044776119403,0.6657060518731989
gmm,4,30,False,3954,7520,0.5257978723404255,0.66,0.4671340929009641,0.39169472502805835,0.5904139433551199,0.0,0.0,0.0,0.0,0.6865994236311239
gmm,False,45,True,3953,7520,0.5256648936170213,0.6937931034482758,0.5661700262927257,0.26992143658810325,0.5904139433551199,0.4158415841584158,0.0,0.0,0.0,0.6649855907780979
